"Activity.Name" "Subject.ID" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAcc-meanFreq()-X" "fBodyAcc-meanFreq()-Y" "fBodyAcc-meanFreq()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyAccJerk-meanFreq()-X" "fBodyAccJerk-meanFreq()-Y" "fBodyAccJerk-meanFreq()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyGyro-meanFreq()-X" "fBodyGyro-meanFreq()-Y" "fBodyGyro-meanFreq()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyAccMag-meanFreq()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyAccJerkMag-meanFreq()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroMag-meanFreq()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()" "fBodyBodyGyroJerkMag-meanFreq()"
"11" "SITTING" 16 0.272737371117486 -0.0128723588901913 -0.108514468142623 -0.982689199289618 -0.938252578904372 -0.948514267322404 0.848848454125683 0.13142335699821 0.189953253859563 -0.977775032540984 -0.958956312887978 -0.954833845081967 0.0770042161368852 0.00473334588561202 -0.00130790572682787 -0.984953221120219 -0.975179981174863 -0.983042734972678 -0.0375312367846995 -0.0684120583603825 0.083447846452377 -0.982707966639344 -0.968244514125683 -0.961104021065574 -0.095956167079235 -0.0407919086776503 -0.053031847 -0.985905282896175 -0.986840553387978 -0.983954849945355 -0.958804504098361 -0.944037732437158 -0.958804504098361 -0.944037732437158 -0.983051181557377 -0.979625507704918 -0.948480468961749 -0.953720977213115 -0.988101661666667 -0.984946431885246 -0.982520666120219 -0.949956675491803 -0.961755018989071 -0.982918521092896 -0.936169253919126 -0.945176411857923 -0.0619297648587432 0.0615465874607377 0.0828725047224044 -0.985117977021858 -0.975298368961749 -0.980285066803279 -0.986178827322404 -0.976905685737705 -0.984469939071038 0.183725595499016 -0.0542447521609836 0.0149104150204918 -0.979147628907104 -0.973232084781421 -0.962726808224044 -0.983924637786885 -0.965853036830601 -0.964207684863388 0.0626441126487158 -0.243862595659836 -0.00302584145628415 -0.955039485601093 -0.946742967038251 0.100293746755574 -0.979370302103825 -0.978882715628415 0.288734240841175 -0.965769819918033 -0.95425315726776 -0.0798941893822404 -0.985739552677596 -0.984710748688525 0.183596805146448
"12" "SITTING" 17 0.271329406483019 -0.0115609715338491 -0.106043889913585 -0.984327596943396 -0.940201639283019 -0.934285772233962 0.905132626641509 0.0976558350913208 0.0998213869384906 -0.981478209849057 -0.962276885849057 -0.94203957909434 0.0767891584377358 0.00434161822849057 -0.00439991956045962 -0.985039934566038 -0.973871336641509 -0.982751838716981 -0.0417362980977585 -0.071705571645283 0.0769422552309434 -0.981708752943396 -0.963985763962264 -0.959034618716981 -0.0957592098792453 -0.0405927878512226 -0.0497110811767472 -0.986855437169811 -0.986562802301887 -0.984695141698113 -0.953106017245283 -0.941078103773585 -0.953106017245283 -0.941078103773585 -0.98271211045283 -0.978908100075472 -0.946938288188679 -0.950799707245283 -0.988214864037736 -0.984941405471698 -0.983951026301887 -0.952060520301887 -0.955833087924528 -0.984590853283019 -0.938127792679245 -0.928440467230189 -0.0511585713059623 0.0584990211483019 0.0242860115845283 -0.98511048309434 -0.973552234981132 -0.97985553245283 -0.986373820943396 -0.976299597698113 -0.984324654716981 0.183014361579283 -0.0318023693172453 -0.00594443560566038 -0.978225062679245 -0.971196167849057 -0.96301039090566 -0.982895925886792 -0.960588042679245 -0.961665985660377 0.0309177353117359 -0.278707201981132 -0.0269477555535849 -0.955161556150943 -0.943047918339623 0.0531625326175321 -0.97849427909434 -0.978393157962264 0.284292496330566 -0.964349947056604 -0.951045610528302 -0.115383925133019 -0.985581386490566 -0.984905402301887 0.164351143304491
"13" "STANDING" 17 0.27924055592233 -0.0156805891167961 -0.107249438604272 -0.990534754271845 -0.953099310388349 -0.957845926213592 0.951460990097087 -0.137307765741748 -0.0443848552932039 -0.988954573398058 -0.969133413300971 -0.960854218834951 0.074498073346699 0.00814839816961165 -0.00282951560329126 -0.989044882038835 -0.979668962135922 -0.985249219029126 -0.0238445317864078 -0.0536588800524272 0.0738691186407767 -0.973151348058252 -0.973118801747573 -0.974879524854369 -0.0979551054563107 -0.0442395147572816 -0.0506570587348544 -0.977724631456311 -0.985786637572815 -0.988361519320388 -0.967401601262136 -0.962232132718447 -0.967401601262136 -0.962232132718447 -0.986320024660194 -0.984625677572815 -0.964548512912621 -0.956505826601942 -0.986860267475728 -0.980880746990291 -0.989064854951456 -0.962836775825243 -0.969911191747573 -0.991289341165049 -0.950880950679612 -0.954429240485437 0.023105248638932 -0.00474111846893204 0.12432139177767 -0.98879486 -0.979692822815534 -0.982367628932039 -0.990380648252427 -0.981179816699029 -0.986864748446602 0.254350148592233 -0.063033171276699 0.116874869008738 -0.968280763495146 -0.974820763592233 -0.975929878737864 -0.974863823786408 -0.972412326990291 -0.976839878640777 -0.142888487353592 -0.187819368429126 -0.0225999378436893 -0.971853126019418 -0.962865475048544 0.0920328584601942 -0.984095194466019 -0.98415188184466 0.338178391902913 -0.965845870776699 -0.957948545825243 -0.127314770636893 -0.982208695728155 -0.980322431456311 0.198839443037864
"14" "STANDING" 19 0.280203209 -0.0161541488616889 -0.105513510727972 -0.984238882472222 -0.938548052 -0.943648698583333 0.942306937583333 -0.209779972595556 -0.0248696585631667 -0.988135263138889 -0.970003905833333 -0.955853367388889 0.0750101760338889 0.00791685737626389 -0.00366769534191667 -0.980854035694444 -0.969787865805556 -0.980984649694444 -0.0271101918637222 -0.0694961450339444 0.0802452950905556 -0.95762973775 -0.964957911111111 -0.95926912275 -0.0994561716175 -0.0423245716277778 -0.0523079759327778 -0.974085228333333 -0.982450529138889 -0.978641475277778 -0.956969003055556 -0.952189986583333 -0.956969003055556 -0.952189986583333 -0.979334582277778 -0.974988499611111 -0.951594130638889 -0.943942893833333 -0.981915808805556 -0.977983359805556 -0.981805832527778 -0.949398960305556 -0.959900839805556 -0.985469254972222 -0.936576661138889 -0.93936099825 0.00304333666988889 -0.0577452513905 0.0521096203481111 -0.981150470277778 -0.970014587055556 -0.97810783225 -0.98231915 -0.971879460944444 -0.982503469777778 0.176376645571992 -0.118724414720556 0.00254778429402778 -0.954957594833333 -0.968927925222222 -0.960566336111111 -0.958902958944444 -0.963111488666667 -0.962706082722222 -0.235898030029333 -0.208910656757222 -0.105531164471247 -0.960076808333333 -0.95496565375 0.0563776257742944 -0.974629133027778 -0.974447390527778 0.288247790648889 -0.957171530361111 -0.945320589388889 -0.168835292084833 -0.979161315972222 -0.977819705861111 0.136773277394194
"15" "STANDING" 21 0.279282721960784 -0.0150046956088971 -0.108545084375544 -0.981370110171569 -0.920792755441176 -0.927810501127451 0.944799500122549 -0.161343794701201 -0.00576710743284314 -0.986958830931373 -0.964050479044118 -0.94319537252451 0.0743017642080637 0.00861880845338235 -0.0027808729471201 -0.97533113247549 -0.957604096985294 -0.976572857328431 -0.0264213461341422 -0.0639339664654167 0.0802932329098039 -0.936660665294118 -0.954878326323529 -0.948758439117647 -0.0989253893669118 -0.0424608848002451 -0.0512815207558824 -0.959722308259804 -0.975768014093137 -0.972353290073529 -0.945713653578431 -0.934740692235294 -0.945713653578431 -0.934740692235294 -0.973153799289216 -0.964141104779412 -0.932563459656863 -0.919436634166667 -0.974303864607843 -0.966913530637255 -0.977650716936274 -0.932746188529412 -0.950145973676471 -0.983249799681372 -0.919561490708333 -0.922187866568628 0.0135433729848186 -0.0554654824063235 0.0198189435547794 -0.975250642696078 -0.957909111838235 -0.972635264779412 -0.977809535367647 -0.960463808848039 -0.979277288333333 0.192236477006912 -0.168786382802132 -0.0261863158851225 -0.935086005784314 -0.958864851544118 -0.949756171887255 -0.938212219166667 -0.953296247573529 -0.953277109558823 -0.255057809224755 -0.234119795286593 -0.0993986311720098 -0.946273260882353 -0.938640905640686 0.0180551756848774 -0.964189151470588 -0.963141983161765 0.191060373106373 -0.93994678379902 -0.92101370875 -0.200982724180147 -0.968752467156863 -0.966719013161765 0.0272762773836029
"16" "STANDING" 22 0.278184676915888 -0.0177091814653583 -0.107956207426791 -0.984861288909657 -0.935487290124611 -0.939701677 0.939343198193146 -0.207740955062305 0.000887303459345794 -0.988534130373832 -0.973111293613707 -0.95486629 0.0759364530155763 0.0115748433927757 -0.00807854290121495 -0.979927433395639 -0.963087395700935 -0.979344390560748 -0.026558056566947 -0.0704178629252337 0.0813970319809969 -0.941409671869159 -0.959433519470405 -0.957498627663551 -0.0992338776214953 -0.0413124517510903 -0.0519616203752959 -0.967249183582555 -0.980241087538941 -0.976233846105919 -0.955444604112149 -0.947243560529595 -0.955444604112149 -0.947243560529595 -0.976578847725857 -0.971083420529595 -0.93868873105919 -0.920672739470405 -0.978372050373832 -0.973839784610592 -0.981849427040498 -0.944378718691589 -0.95714590470405 -0.986401545732087 -0.934695484922118 -0.935228017040498 0.0230519773280374 -0.0222929053727726 0.0402693922071651 -0.979970337352025 -0.963694260498442 -0.976117265420561 -0.981755133707165 -0.965185148971963 -0.98124331046729 0.214620740541433 -0.149450071805919 -0.0111729529944548 -0.939619245700935 -0.964564998629283 -0.958403881277259 -0.942952628068536 -0.957041878006231 -0.961235720436137 -0.222704016722617 -0.234261154123053 -0.0946146711127726 -0.955846706542056 -0.950500828099688 0.0459069925380062 -0.970616327975078 -0.970701736386293 0.248259616906791 -0.943226106323988 -0.921144425576324 -0.204533847372897 -0.975180472741433 -0.973777593333333 0.0530090801920249
"17" "STANDING" 23 0.279090699973118 -0.0166992816738979 -0.104528824312124 -0.984797270403226 -0.929667672150538 -0.939060636370968 0.946053038360215 -0.172574678502688 0.000265189576704032 -0.98913972811828 -0.969498076747312 -0.952938920255376 0.0750547695188172 0.00822199398743817 -0.00361912587836828 -0.97877959188172 -0.960984733360215 -0.977869115026882 -0.0272294779119086 -0.068574905841129 0.0811695867465054 -0.9419738875 -0.960595511666667 -0.957167735591398 -0.10124635169086 -0.0433735371857527 -0.0528166678672043 -0.962766194516129 -0.979413500080645 -0.975650153817204 -0.953230636612903 -0.946324375672043 -0.953230636612903 -0.946324375672043 -0.975431353844086 -0.968475728575269 -0.939460638387097 -0.927551777795699 -0.976993443924731 -0.971084497795699 -0.981592251989247 -0.939531709811828 -0.95556208061828 -0.986413760430108 -0.92882283061828 -0.934979644462366 0.0284175413191398 -0.0338942649567473 0.0487277583735215 -0.978686019435484 -0.960973851263441 -0.97426022188172 -0.980909429139785 -0.963991783521505 -0.980196847822581 0.215989318128226 -0.141782945221371 0.0103107550330645 -0.938757149139785 -0.964150108091398 -0.957734950241935 -0.943861673494624 -0.958989205994624 -0.96101478077957 -0.237993838618952 -0.222616825166613 -0.0980931633575269 -0.954841109032258 -0.949770642231183 0.0371428755624731 -0.968313349462366 -0.967693330188172 0.227003288699731 -0.946093202849462 -0.928940189677419 -0.199495584728814 -0.9725904625 -0.971006108548387 0.0530006165704839
"18" "STANDING" 25 0.278845774619883 -0.0156029400825146 -0.106134597289474 -0.985664969561403 -0.934221762719298 -0.946146194473684 0.930672843157895 -0.189472135312865 -0.0330082344546784 -0.987155769532164 -0.971367604356725 -0.958102421081871 0.0751904972842105 0.00819558172251169 -0.00598676959775146 -0.983167178654971 -0.966865217865497 -0.98153934497076 -0.0269462673531287 -0.0710943901739766 0.0794476914342105 -0.942781938947368 -0.964031746608187 -0.95870391871345 -0.10032495598655 -0.0413526375137427 -0.0526176195788889 -0.969131011081871 -0.982605477631579 -0.979955244707602 -0.957206268830409 -0.949488104502924 -0.957206268830409 -0.949488104502924 -0.979083388070175 -0.976072369181287 -0.943087700555556 -0.928747176023392 -0.980249688099415 -0.976883109561404 -0.983745196491228 -0.945738850847953 -0.961666236081871 -0.986638265 -0.932428853657895 -0.942100680730994 0.00805128783859649 0.000733218389766082 0.0856672812070175 -0.983311669795322 -0.966838382426901 -0.978539539444444 -0.984585975526316 -0.96942792497076 -0.983189619415205 0.202806730916374 -0.095241175984152 0.0299715097526316 -0.943674958859649 -0.968246762368421 -0.961788199210526 -0.943616455614035 -0.962065586783626 -0.961677596695906 -0.204324093847368 -0.186064852908772 -0.0775695587461988 -0.959207301169591 -0.952008660146199 0.0781749495961404 -0.975147584473684 -0.976371388362573 0.28721294544269 -0.948623345643275 -0.929189298070175 -0.159003455606491 -0.977717887339181 -0.977222943274854 0.129160986991228
"19" "WALKING" 2 0.277855384172185 -0.0164472885837152 -0.109205955221854 -0.306984751279801 0.00991970441013245 -0.210864862707715 0.924672471754967 -0.217918343503311 -0.0674930749962781 -0.976601855529801 -0.965315392913907 -0.951771400827815 0.0823824211841722 0.0106231299493377 -0.00291222821324503 -0.263020293969503 -0.0759779859576159 -0.416344150757285 -0.0255637039462914 -0.0769062779804636 0.083833168750298 -0.451095088533444 -0.290296574600497 -0.31066447693543 -0.0957462077492715 -0.0410641532724834 -0.0590576086772848 -0.318125713609271 -0.446251418920199 -0.405622094807616 -0.144085554693444 -0.299166937452152 -0.144085554693444 -0.299166937452152 -0.216603714172848 -0.177155943084901 -0.240881944642384 -0.314961921001656 -0.404806956513907 -0.426713396493046 -0.294762856846026 -0.0162543882096026 -0.283170887825265 -0.313475151872848 -0.0419336145519868 -0.236591900991358 -0.282048217805298 0.0422797087872517 0.100989084153344 -0.306447474100861 -0.144843241293278 -0.386617238129139 -0.284212987250331 -0.0632089464073179 -0.445046962484735 -0.245597492081457 -0.356689955943377 -0.212169093293013 -0.31109086292053 -0.328944005836755 -0.273442344877483 -0.497452276621854 -0.276529268540927 -0.388838388748344 -0.0565376368890728 -0.0678425592546027 -0.0560977805315894 -0.243077624786755 -0.443515299238411 0.162789279086566 -0.180491389601324 -0.180407174075033 0.0795635457354305 -0.344211559321424 -0.416091899205298 0.179850540397351 -0.451954246742384 -0.437287212363576 0.150127822481358
"20" "WALKING" 4 0.274370569905363 -0.0184507058498833 -0.107893717429022 -0.305580838767192 -0.0341286517915142 -0.263853935889401 0.927270881798107 -0.212869726223975 -0.064538635507571 -0.976694728454259 -0.964405676971609 -0.954398569621451 0.0808483292189274 0.00638719856466877 0.00518014992053628 -0.255329211109968 -0.112996730101082 -0.472386467053628 -0.0290707953869401 -0.0654184482127129 0.0790207417298107 -0.488581571997161 -0.358433904090852 -0.340383211906625 -0.094293818909347 -0.05145569210347 -0.0452386712059306 -0.377624200287066 -0.529887349075079 -0.448431552357729 -0.164647637454259 -0.321040279831546 -0.164647637454259 -0.321040279831546 -0.24050405065142 -0.199527278652366 -0.288829096637539 -0.39385716313817 -0.472631502539432 -0.503094880874448 -0.293125623904416 -0.0495223683006309 -0.334629395021136 -0.311889380681388 -0.0888338261675394 -0.285124120242303 -0.286463737702524 0.068934939028694 0.072571169129877 -0.300971035341009 -0.17125367123082 -0.443507621636845 -0.274906183656782 -0.109990573969842 -0.500114448062145 -0.251586873201893 -0.326993335121483 -0.234106884997539 -0.364206559400631 -0.404945606325457 -0.313462431052681 -0.529676406987382 -0.339190448461293 -0.412243653709779 -0.0574217681817035 -0.128225944941861 -0.0793245725949211 -0.257645538445584 -0.466637852176656 0.175185808800631 -0.206560495905363 -0.197952031456151 0.0636384795609779 -0.417467612559306 -0.485004415208202 0.173735316715363 -0.52474143586489 -0.51281351077918 0.143159391525647
"21" "WALKING" 9 0.276837097916667 -0.018331629867434 -0.110070110256944 -0.332038387563889 -0.0225418949659722 -0.31369223259375 0.9291691840625 -0.225554796315972 -0.0434423256256944 -0.976592752881944 -0.967912362430556 -0.956587997986111 0.0763352681722569 0.0266329300168403 -0.00214780637996875 -0.284009172082986 -0.111540539436111 -0.520233231420486 -0.0373499818407639 -0.0697328305611215 0.0799196446578819 -0.476647118493056 -0.380628563573437 -0.359876268071181 -0.1079188390625 -0.0387174851721528 -0.0554725585598264 -0.383633290979167 -0.550039197378472 -0.463182982407986 -0.187407252446444 -0.353160911635417 -0.187407252446444 -0.353160911635417 -0.265906507668056 -0.234718323367708 -0.296478853834931 -0.409304831578819 -0.487412251145833 -0.527145294357639 -0.3086443389375 -0.0408603174618056 -0.375684686168403 -0.343072409743056 -0.0761682853584028 -0.334898798870139 -0.286559925797917 0.0408614723161806 0.0556565114366215 -0.320381756923264 -0.179634667904167 -0.49012627709375 -0.310857574754514 -0.097760458359625 -0.54946908675 -0.245044450933437 -0.382942282559028 -0.261101592215278 -0.361987986069444 -0.424289025293056 -0.332606148263194 -0.514856596690972 -0.362466908581944 -0.429696783763889 -0.0726903313664583 -0.113224093444514 -0.0654911242069792 -0.294974868987847 -0.490551552395833 0.177435536805972 -0.232738411446528 -0.245123446053472 0.0883739632930556 -0.433965518684375 -0.496960860263889 0.149026641405521 -0.542330639848681 -0.542274239857639 0.0886322072698611
"22" "WALKING" 10 0.274312522278912 -0.0181068052882959 -0.110997627435374 -0.309251744607823 -0.00211596777479592 -0.277657856709048 0.942973895952381 -0.190540857578231 -0.059316902517619 -0.978068296462585 -0.969031260986395 -0.956079195544218 0.0729661463028231 0.0176854539908163 -0.00236979315136055 -0.259934063116327 -0.086900769367551 -0.486560815301701 -0.0281554713604762 -0.073002109990068 0.0852228711015119 -0.479766664462585 -0.296247067237449 -0.357995981697279 -0.0962820671836735 -0.0477929773003401 -0.047257807885068 -0.371257378459184 -0.482840892622449 -0.448961532519388 -0.16139237399966 -0.331820673183673 -0.16139237399966 -0.331820673183673 -0.232624780111156 -0.217852228804762 -0.262763787301054 -0.374404275498299 -0.439325930108844 -0.491092201536054 -0.290373773853912 -0.0216098644127211 -0.340567414557823 -0.318214201777211 -0.0566219050589116 -0.301953001326871 -0.285069182010204 0.0569593847837075 0.0717627018470408 -0.300973994709558 -0.155905285357418 -0.453834647564626 -0.284542634486395 -0.0741338100872789 -0.518429070673469 -0.243556819817007 -0.358087454554422 -0.221115188606156 -0.355034252543537 -0.342290739656837 -0.318512116960884 -0.521160393437755 -0.277905407564286 -0.432158206952381 -0.0352992218251701 -0.0887771077486394 -0.0454536162469388 -0.271253438981633 -0.473646241598639 0.184430769175102 -0.209413035207279 -0.235905125342211 0.0883858441143776 -0.396840524416395 -0.46997175492517 0.179097698156834 -0.49966208957483 -0.517218617747959 0.135868813367143
"23" "WALKING" 12 0.27612352634375 -0.0182844626169841 -0.107553352132188 -0.305969806776906 -0.0254083190476562 -0.265140508662188 0.94160635390625 -0.1724681503575 -0.0489810446544063 -0.978101003375 -0.967019777375 -0.95511323115625 0.0667924416590625 0.000275460055286 0.00148798383690625 -0.26489773486875 -0.113699493726688 -0.471649229615625 -0.0583510644018437 -0.061839542578875 0.0990043976734375 -0.427783295925 -0.341158002780937 -0.295551483490625 -0.0764178205755219 -0.0419886934252812 -0.0596107882678125 -0.381288155902813 -0.5054119073 -0.436996654704375 -0.157949796933894 -0.34639529690625 -0.157949796933894 -0.34639529690625 -0.233963400880938 -0.233024494601156 -0.237292818894656 -0.367746794710938 -0.45261781458 -0.50431435121575 -0.293209874163125 -0.0529495912004375 -0.33995748128625 -0.312661102035312 -0.0742596614615625 -0.285197099507125 -0.29934664848125 0.0331277944841563 0.0821416787808437 -0.313037284351563 -0.18758132429625 -0.447153228390625 -0.281330094098625 -0.0934982160726875 -0.495389500255312 -0.288608942290937 -0.37673563763125 -0.247793937662812 -0.31408794435875 -0.374557796785625 -0.278724758082875 -0.466314327819563 -0.329009370743125 -0.36772578675625 -0.108564024709812 -0.0970379311185625 -0.108476833962562 -0.278440696789594 -0.491138905015625 0.193064855694375 -0.22683795711875 -0.247277233688125 0.0806306447490937 -0.401980049234062 -0.455714820677812 0.130149432287437 -0.515075379859375 -0.526424770620312 0.139092647919063
"24" "WALKING" 13 0.279740340547264 -0.0177396694328358 -0.107269613479602 -0.337222999228358 -0.0872735297931841 -0.336064647497512 0.94880824920398 -0.145676606567164 -0.030948833661194 -0.980591492139304 -0.968489284577114 -0.953317595522388 0.0835376579711443 0.00807354080039801 -0.0194898754099502 -0.283165160602985 -0.123320333268159 -0.52639350707204 -0.0256634940650746 -0.0708638900487562 0.0925149253672637 -0.511770418457711 -0.457412996915423 -0.386142796174129 -0.0981993768255224 -0.0467599465818408 -0.05909321251 -0.44987140079602 -0.586514900855721 -0.500441407313433 -0.2065436034 -0.394935641054726 -0.2065436034 -0.394935641054726 -0.270075487174174 -0.231337001377612 -0.350457456965174 -0.464091153532338 -0.530102946348259 -0.562568045383085 -0.313146070617413 -0.0857501885319403 -0.397731902575622 -0.348126533625373 -0.148152476924428 -0.355839005094527 -0.277869959085572 0.0774792065288557 0.0604873133109453 -0.332727672458706 -0.188026211850796 -0.505557196681592 -0.296388512682587 -0.112696946629851 -0.546111094133333 -0.281033763929801 -0.314553434930348 -0.281970222485075 -0.403587464228856 -0.48956574750796 -0.367897091072637 -0.54778821960199 -0.443904856293532 -0.449801700646766 -0.0762242681174129 -0.0927311667721393 -0.075955022579602 -0.326495865951244 -0.532352297164179 0.227688207316119 -0.24110359039005 -0.22543117306403 0.0581802977084577 -0.487661934554726 -0.544324714771144 0.171272613087562 -0.581944218288557 -0.56959852761194 0.122120925474726
"25" "WALKING_DOWNSTAIRS" 1 0.307964288928571 -0.0178121046464286 -0.105076460607143 0.178435697857143 0.112929082510714 -0.22121504325 0.932615930357143 -0.194936232857143 -0.0524120163846429 -0.942135536428571 -0.939645949642857 -0.9130104475 -0.011527641 0.0829830332142857 -0.00910791260321429 0.111822722271429 -0.0565823486071429 -0.40625699775 -0.151341759439286 -0.00306658690357143 0.1274522635 -0.263464114321429 -0.352935823321429 -0.298083134678571 -0.0441498163821429 -0.0422541789178571 -0.00144423771785714 -0.28519488075 -0.467232381428571 -0.271658613678571 0.154943830267857 0.176674775514286 0.154943830267857 0.176674775514286 -0.0448180536785714 0.0851623382142857 -0.110257089714286 -0.200222794107143 -0.367403958214286 -0.442321785042857 0.196003647857143 0.107794920682143 -0.22213303 0.167746469803571 0.0438191307142857 -0.285880224464286 -0.298307177178571 0.0452689556071429 0.120490136571429 0.0948043929107143 -0.0904528467678571 -0.343404345464286 0.0275740713714286 -0.0857342805714286 -0.468582684714286 -0.272869755357143 -0.377521653928571 -0.258664039428571 -0.117362224785714 -0.323973254607143 -0.1477363496 -0.313675346403571 -0.377240664071429 -0.420285980785714 -0.137572364107143 -0.01347880275 0.112522733357143 0.24609902375 -0.049514678675 0.0795502506321429 0.126579727971429 0.0189609874642857 0.0421870231775 -0.232347271371429 -0.322355029285714 0.0788507291693286 -0.424382359535714 -0.508177910357143 0.150506111135714
"26" "WALKING_DOWNSTAIRS" 3 0.293805818343108 -0.0172456280072669 -0.107535854015478 0.142904024236572 0.108999960323636 -0.129615129284164 0.915006475337243 -0.183295205275191 -0.078554102294868 -0.944207041876833 -0.93529135 -0.905045598093842 0.0790154500750733 0.00765742493519061 0.00306347802442815 0.0398480719420821 -0.0485008718255132 -0.34093900748085 -0.0985433189548387 -0.0511736951630205 0.095891135204868 -0.283785627943402 -0.281140252260704 -0.224967895812493 -0.0659333414695308 -0.0517664046525513 -0.0494938011536364 -0.350291762178886 -0.407029544176422 -0.286486005255044 0.152904542841378 0.154801862234545 0.152904542841378 0.154801862234545 -0.0525571845328153 0.0453765106372141 -0.0642415232112317 -0.191780010415249 -0.361807655335777 -0.397349720353959 0.0950192641178886 0.104138490586686 -0.151614308845015 0.157775651162903 0.0393073450019648 -0.190470345077713 -0.376074916366569 0.00545818694604105 0.103239656153079 0.00299544158533724 -0.0779899312475073 -0.27512589270176 -0.0168948314806833 -0.0837435683478504 -0.406765250975484 -0.284099443134897 -0.35248633095132 -0.22045939158563 -0.163296915892375 -0.247114244367155 -0.112528870022493 -0.326659042207625 -0.311430850946276 -0.338709943824633 -0.168186764623695 -0.0249735664104985 -0.0147468868710557 0.199859986839296 -0.0547197216366569 0.0586330017478006 0.0760600792382111 -0.0055049421803519 0.0495068367287097 -0.226091116660704 -0.315607657755572 0.0809819787486188 -0.385513115286804 -0.458428755294223 0.136691812283431
"27" "WALKING_DOWNSTAIRS" 5 0.285341639311258 -0.0168733136899371 -0.100561236692384 0.0996701944778146 0.0358089957793046 -0.209198879998344 0.929334720165563 -0.155473590680795 -0.0168535808458278 -0.949575334701987 -0.933162598410596 -0.911287689271523 0.0870724260045364 0.00171417208933775 -0.00957715533940397 -0.0632799510072517 -0.0841089029301325 -0.40946432625894 -0.0875290814511589 -0.0490077139817881 0.096000292268245 -0.331789992452649 -0.355547686509603 -0.273014222075497 -0.0693854750621854 -0.0609771093906623 -0.0588096680751656 -0.389415083565894 -0.502790287987748 -0.313021199362583 0.0951795354878477 0.098800991044702 0.0951795354878477 0.098800991044702 -0.130630714711026 -0.0519159946787748 -0.134745328017219 -0.263934502978411 -0.434745924688742 -0.47614967375053 0.0191120630023179 0.0362589259844371 -0.235529427661325 0.126415817369205 -0.0325978642724503 -0.260467890819536 -0.410703729641722 0.00859283336788079 0.085124328873404 -0.0996043551807947 -0.129773971543709 -0.354708396463245 -0.111250283141417 -0.0977139202672185 -0.463613963116225 -0.309534476033113 -0.381290954828477 -0.226917583820033 -0.221366582313245 -0.350624590446689 -0.160166226175497 -0.372076817606192 -0.367093005095364 -0.383361645192053 -0.177949161852649 -0.0857165968963907 -0.00820632279736755 0.119288622577152 -0.087115272500298 0.0166175584077815 -0.0358566689912914 -0.0827831542507609 0.0192905885821954 -0.311008409303642 -0.366084460131788 0.0448976903812914 -0.470688723825497 -0.522262229096026 0.0999265952465894
